Constituent ID,History Total Years As Member,History Total Active Memberships
"20171336","1","0"
"20171337","1","0"
"20171338","1","0"
"20171339","1","0"
"20171340","1","0"
"20171341","1","0"
"20171342","2","0"
"20171398","1","0"
"20171399","1","0"
"20171400","1","0"
"20171401","1","0"
"20171402","1","0"
"20171403","3","1"
"20171410","1","0"
"20171411","2","0"
"20171413","1","0"
"20171414","1","0"
"20171415","1","0"
"20171416","1","0"
"20171424","1","0"
"20171425","1","0"
"20171426","1","0"
"20171427","1","0"
"20171447","1","0"
"20171448","1","0"
"20171449","1","0"
"20171450","1","0"
"20171451","1","0"
"20171458","1","0"
"20171459","1","0"
"20171460","1","0"
"20171461","1","0"
"20171462","1","0"
"20171463","1","0"
"20171469","1","0"
"20171470","1","0"
"20171471","3","1"
"20171472","1","0"
"20171473","2","0"
"20171474","2","0"
"20171536","1","0"
"20171537","1","0"
"20171538","0","1"
"20171538","1","1"
"20171539","1","0"
"20171540","1","0"
"20171541","1","0"
"20171542","1","0"
"20171605","1","0"
"20171606","1","0"
"20171607","1","0"
"20171608","1","0"
"20171609","1","0"
"20171610","1","0"
"20171611","3","0"
"20171630","1","0"
"20171631","1","0"
"20171632","1","0"
"20171633","1","0"
"20171634","1","0"
"20171642","1","0"
"20171643","1","0"
"20171644","1","0"
"20171645","1","0"
"20171646","1","0"
"20171647","1","0"
"20171674","1","0"
"20171675","1","0"
"20171676","1","0"
"20171677","1","0"
"20171678","1","0"
"20171679","1","0"
"20171718","1","0"
"20171719","1","0"
"20171754","1","0"
"20171755","1","0"
"20171756","1","0"
"20171757","1","0"
"20171758","1","0"
"20171759","1","0"
"20171763","1","0"
"20171764","1","0"
"20171765","2","0"
"20171766","1","0"
"20171767","1","0"
"20171768","1","0"
"20171774","2","0"
"20171775","1","0"
"20171776","1","0"
"20171777","3","1"
"20171778","1","0"
"20171779","1","0"
"20171780","1","0"
"20171858","1","0"
"20171859","1","0"
"20171860","1","0"
"20171861","1","0"
"20171862","1","0"
"20171863","1","0"
"20172003","1","0"
"20172004","1","0"
"20172005","1","0"
"20172006","1","0"
"20172010","1","0"
"20172018","3","1"
"20172019","1","0"
"20172020","1","0"
"20172021","1","0"
"20172022","1","0"
"20172023","1","0"
"20172024","1","0"
"20172071","1","0"
"20172072","2","0"
"20172073","1","0"
"20172080","1","0"
"20172081","1","0"
"20172082","1","0"
"20172169","1","0"
"20172170","1","0"
"20172171","1","0"
"20172172","1","0"
"20172173","1","0"
"20172174","1","0"
"20172180","1","0"
"20172181","2","0"
"20172182","1","0"
"20172183","1","0"
"20172184","1","0"
"20172185","1","0"
"20172186","1","0"
"20172187","1","0"
"20172297","1","0"
"20172298","1","0"
"20172299","1","0"
"20172300","1","0"
"20172301","2","0"
"20172302","1","0"
"20172303","1","0"
"20172355","2","0"
"20172356","1","0"
"20172357","1","0"
"20172358","1","0"
"20172359","1","0"
"20172360","1","0"
"20172367","1","0"
"20172368","1","0"
"20172369","1","0"
"20172370","2","0"
"20172371","1","0"
"20172372","1","0"
"20172378","1","0"
"20172379","1","0"
"20172380","1","0"
"20172381","2","0"
"20172382","3","1"
"20172383","1","0"
"20172384","1","0"
"20172472","1","0"
"20172473","1","0"
"20172474","1","0"
"20172475","1","0"
"20172476","1","0"
"20172482","3","1"
"20172483","1","0"
"20172484","1","0"
"20172485","1","0"
"20172486","1","0"
"20172487","1","0"
"20172488","1","0"
"20172545","1","0"
"20172546","1","0"
"20172547","1","0"
"20172548","1","0"
"20172549","1","0"
"20172550","1","0"
"20172557","1","0"
"20172558","1","0"
"20172559","1","0"
"20172560","1","0"
"20172561","2","0"
"20172562","1","0"
"20172568","1","0"
"20172569","2","0"
"20172570","1","0"
"20172571","1","0"
"20172572","3","1"
"20172573","1","0"
"20172574","1","0"
"20172653","1","0"
"20172654","2","0"
"20172655","1","0"
"20172657","1","0"
"20172658","3","1"
"20172679","1","0"
"20172680","1","0"
"20172681","1","0"
"20172682","1","0"
"20172683","1","0"
"20172684","1","0"
"20172685","3","1"
"20172739","1","0"
"20172740","1","0"
"20172741","1","0"
"20172766","1","0"
"20172767","1","0"
"20172768","1","0"
"20172769","3","1"
"20172770","3","1"
"20172771","1","0"
"20172772","1","0"
"20172773","1","0"
"20172774","3","1"
"20172793","3","1"
"20172794","1","0"
"20172795","1","0"
"20172796","1","0"
"20172797","1","0"
"20172801","1","0"
"20172802","1","0"
"20172803","1","0"
"20172804","1","0"
"20172805","1","0"
"20172806","1","0"
"20172807","1","0"
"20172813","1","0"
"20172814","1","0"
"20172815","1","0"
"20172816","1","0"
"20172817","1","0"
"20172818","1","0"
"20172824","1","0"
"20172825","1","0"
"20172826","1","0"
"20172827","1","0"
"20172828","1","0"
"20172829","1","0"
"20172860","1","0"
"20172861","1","0"
"20172862","1","0"
"20172863","1","0"
"20172864","1","0"
"20172865","2","0"
"20172911","1","0"
"20172912","1","0"
"20172913","1","0"
"20172914","1","0"
"20172915","1","0"
"20172916","1","0"
"20172922","1","0"
"20172923","1","0"
"20172924","1","0"
"20172925","1","0"
"20172926","1","0"
"20172927","1","0"
"20172928","1","0"
"20172929","1","0"
"20172937","3","1"
"20172938","3","1"
"20172939","1","0"
"20172940","3","1"
"20172941","1","0"
"20172942","1","0"
"20172949","1","0"
"20172950","1","0"
"20172951","1","0"
"20172952","1","0"
"20172953","2","1"
"20172995","1","0"
"20172996","1","0"
"20172997","1","0"
"20172998","1","0"
"20172999","1","0"
"20173000","1","0"
"20173080","1","0"
"20173081","1","0"
"20173082","3","1"
"20173083","1","0"
"20173084","1","0"
"20173085","3","1"
"20173086","3","1"
"20173233","1","0"
"20173234","1","0"
"20173235","1","0"
"20173236","3","1"
"20173237","2","0"
"20173238","1","0"
"20173239","3","1"
"20173268","1","0"
"20173269","1","0"
"20173270","1","0"
"20173271","1","0"
"20173272","1","0"
"20173273","1","0"
"20173274","1","0"
"20173280","1","0"
"20173281","1","0"
"20173282","1","0"
"20173283","1","0"
"20173284","2","0"
"20173285","1","0"
"20173311","1","0"
"20173312","1","0"
"20173313","2","0"
"20173314","1","0"
"20173315","1","0"
"20173316","1","0"
"20173323","1","0"
"20173324","1","0"
"20173325","1","0"
"20173361","2","0"
"20173362","3","1"
"20173363","1","0"
"20173364","1","0"
"20173365","1","0"
"20173366","1","0"
"20173428","1","0"
"20173429","1","0"
"20173430","1","0"
"20173431","1","0"
"20173432","1","0"
"20173438","1","0"
"20173439","1","0"
"20173440","1","0"
"20173441","1","0"
"20173442","1","0"
"20173443","1","0"
"20173451","1","0"
"20173452","1","0"
"20173453","1","0"
"20173454","1","0"
"20173455","1","0"
"20173456","1","0"
"20173463","1","0"
"20173464","1","0"
"20173465","1","0"
"20173466","1","0"
"20173467","1","0"
"20173468","1","0"
"20173487","1","0"
"20173488","1","0"
"20173489","3","1"
"20173490","1","0"
"20173491","1","0"
"20173492","1","0"
"20173493","1","0"
"20173513","1","0"
"20173514","1","0"
"20173515","1","0"
"20173516","1","0"
"20173517","1","0"
"20173543","1","0"
"20173544","1","0"
"20173546","1","0"
"20173547","1","0"
"20173564","1","0"
"20173565","1","0"
"20173566","1","0"
"20173567","1","0"
"20173568","1","0"
"20173569","1","0"
"20173620","1","0"
"20173621","1","0"
"20173622","1","0"
"20173623","1","0"
"20173624","1","0"
"20173625","1","0"
"20173626","1","0"
"20173627","1","0"
"20173628","1","0"
"20173629","1","0"
"20173663","1","0"
"20173664","1","0"
"20173665","1","0"
"20173666","1","0"
"20173667","1","0"
"20173668","1","0"
"20173669","1","0"
"20173696","1","0"
"20173697","1","0"
"20173698","1","0"
"20173699","1","0"
"20173724","1","0"
"20173725","1","0"
"20173726","1","0"
"20173727","1","0"
"20173728","1","0"
"20173729","1","0"
"20173730","1","0"
"20173775","1","0"
"20173776","1","0"
"20173777","1","0"
"20173778","1","0"
"20173779","1","0"
"20173780","1","0"
"20173821","1","0"
"20173822","2","0"
"20173823","1","0"
"20173824","1","0"
"20173825","1","0"
"20173826","1","0"
"20173840","1","0"
"20173841","2","0"
"20173913","1","0"
"20173914","1","0"
"20173915","1","0"
"20173916","1","0"
"20173917","1","0"
"20173918","1","0"
"20173940","1","0"
"20173941","1","0"
"20173942","1","0"
"20173943","1","0"
"20173944","1","0"
"20173950","1","0"
"20173951","0","1"
"20173951","1","1"
"20173952","1","0"
"20173953","1","0"
"20173954","1","0"
"20173955","1","0"
"20173977","1","0"
"20173978","3","1"
"20173979","1","0"
"20173980","1","0"
"20173981","1","0"
"20173982","1","0"
"20174057","1","0"
"20174058","1","0"
"20174059","1","0"
"20174060","1","0"
"20174061","1","0"
"20174062","3","1"
"20174063","1","0"
"20174110","1","0"
"20174111","1","0"
"20174112","1","0"
"20174113","1","0"
"20174114","1","0"
"20174168","1","0"
"20174169","1","0"
"20174170","1","0"
"20174171","1","0"
"20174172","1","0"
"20174173","1","0"
"20174174","1","0"
"20174181","1","0"
"20174182","1","0"
"20174183","1","0"
"20174184","1","0"
"20174185","1","0"
"20174224","1","0"
"20174225","3","1"
"20174226","1","0"
"20174227","1","0"
"20174228","1","0"
"20174229","1","0"
"20174264","1","0"
"20174265","1","0"
"20174266","1","0"
"20174267","1","0"
"20174268","1","0"
"20174269","1","0"
"20174270","1","0"
"20174289","1","0"
"20174290","1","0"
"20174291","1","0"
"20174292","1","0"
"20174293","1","0"
"20174294","1","0"
"20174301","1","0"
"20174302","1","0"
"20174303","1","0"
"20174304","1","0"
"20174305","1","0"
"20174431","1","0"
"20174432","1","0"
"20174433","1","0"
"20174434","1","0"
"20174435","2","0"
"20174436","1","0"
"20174437","1","0"
"20174438","1","0"
"20174454","1","0"
"20174455","1","0"
"20174456","1","0"
"20174457","1","0"
"20174458","3","1"
"20174459","1","0"
"20174465","1","0"
"20174466","1","0"
"20174467","1","0"
"20174468","1","0"
"20174469","1","0"
"20174470","3","1"
"20174471","1","0"
"20174472","1","0"
"20174493","1","0"
"20174494","1","0"
"20174495","1","0"
"20174496","1","0"
"20174497","1","0"
"20174498","1","0"
"20174505","1","0"
"20174506","1","0"
"20174507","1","0"
"20174508","1","0"
"20174509","1","0"
"20174510","1","0"
"20174511","1","0"
"20174512","1","0"
"20174570","1","0"
"20174571","1","0"
"20174572","1","0"
"20174573","1","0"
"20174574","3","1"
"20174600","1","0"
"20174601","1","0"
"20174602","2","0"
"20174603","1","0"
"20174604","1","0"
"20174605","1","0"
"20174606","1","0"
"20174607","1","0"
"20174651","1","0"
"20174652","1","0"
"20174653","1","0"
"20174654","2","0"
"20174655","1","0"
"20174656","1","0"
"20174703","1","0"
"20174704","1","0"
"20174705","1","0"
"20174706","1","0"
"20174707","2","0"
"20174708","1","0"
"20174709","1","0"
"20174753","1","0"
"20174754","1","0"
"20174755","1","0"
"20174756","1","0"
"20174757","1","0"
"20174758","1","0"
"20174764","1","0"
"20174765","1","0"
"20174766","1","0"
"20174791","1","0"
"20174792","1","0"
"20174793","1","0"
"20174794","1","0"
"20174795","1","0"
"20174796","1","0"
"20174797","1","0"
"20174825","3","1"
"20174826","1","0"
"20174828","3","1"
"20174829","1","0"
"20174830","1","0"
"20174832","3","1"
"20174833","1","0"
"20174840","1","0"
"20174841","1","0"
"20174842","1","0"
"20174843","1","0"
"20174844","1","0"
"20174845","1","0"
"20174952","1","0"
"20174953","1","0"
"20174954","1","0"
"20174955","1","0"
"20174956","1","0"
"20174957","1","0"
"20174958","1","0"
"20174965","1","0"
"20174966","1","0"
"20174967","1","0"
"20174992","1","0"
"20174993","1","0"
"20174994","1","0"
"20174995","1","0"
"20174996","1","0"
"20174997","1","0"
"20175024","1","0"
"20175025","1","0"
"20175026","3","1"
"20175027","1","0"
"20175028","1","0"
"20175029","1","0"
"20175030","1","0"
"20175118","1","0"
"20175119","1","0"
"20175120","1","0"
"20175121","1","0"
"20175122","1","0"
"20175130","1","0"
"20175131","1","0"
"20175132","1","0"
"20175133","1","0"
"20175134","1","0"
"20175135","1","0"
"20175141","1","0"
"20175142","1","0"
"20175143","1","0"
"20175144","1","0"
"20175145","1","0"
"20175161","1","0"
"20175162","1","0"
"20175166","3","1"
"20175186","1","0"
"20175187","1","0"
"20175188","1","0"
"20175189","1","0"
"20175190","1","0"
"20175191","1","0"
"20175266","1","0"
"20175267","1","0"
"20175268","1","0"
"20175269","1","0"
"20175270","1","0"
"20175271","1","0"
"20175272","1","0"
"20175273","1","0"
"20175307","1","0"
"20175308","1","0"
"20175309","1","0"
"20175310","1","0"
"20175311","1","0"
"20175312","1","0"
"20175319","1","0"
"20175320","1","0"
"20175321","1","0"
"20175322","1","0"
"20175323","2","0"
"20175324","1","0"
"20175325","1","0"
"20175363","1","0"
"20175364","1","0"
"20175365","1","0"
"20175366","1","0"
"20175367","1","0"
"20175368","1","0"
"20175369","1","0"
"20175370","1","0"
"20175371","1","0"
"20175399","1","0"
"20175400","1","0"
"20175401","1","0"
"20175402","1","0"
"20175403","1","0"
"20175419","1","0"
"20175420","1","0"
"20175421","1","0"
"20175422","1","0"
"20175423","1","0"
"20175424","1","0"
"20175449","1","0"
"20175450","3","1"
"20175451","1","0"
"20175452","1","0"
"20175453","1","0"
"20175454","1","0"
"20175502","1","0"
"20175503","1","0"
"20175504","1","0"
"20175505","1","0"
"20175506","1","0"
"20175507","1","0"
"20175673","1","0"
"20175674","1","0"
"20175675","1","0"
"20175676","1","0"
"20175677","1","0"
"20175678","1","0"
"20175679","1","0"
"20175686","1","0"
"20175687","1","0"
"20175688","1","0"
"20175689","1","0"
"20175690","1","0"
"20175691","1","0"
"20175692","1","0"
"20175693","1","0"
"20175700","1","0"
"20175701","3","1"
"20175702","1","0"
"20175703","1","0"
"20175704","1","0"
"20175705","1","0"
"20175762","1","0"
"20175763","1","0"
"20175764","1","0"
"20175765","2","0"
"20175766","1","0"
"20175767","1","0"
"20175887","1","0"
"20175888","1","0"
"20175889","1","0"
"20175890","1","0"
"20175891","1","0"
"20175892","1","0"
"20175893","3","1"
"20175900","1","0"
"20175901","1","0"
"20175902","1","0"
"20175903","1","0"
"20175904","1","0"
"20175905","1","0"
"20175936","1","0"
"20175937","1","0"
"20175938","1","0"
"20175939","1","0"
"20175940","1","0"
"20175941","1","0"
"20175942","1","0"
"20176000","1","0"
"20176001","1","0"
"20176002","1","0"
"20176003","1","0"
"20176004","1","0"
"20176005","1","0"
"20176006","1","0"
"20176014","1","0"
"20176015","2","0"
"20176016","1","0"
"20176017","1","0"
"20176018","1","0"
"20176019","1","0"
"20176020","1","0"
"20176028","1","0"
"20176029","1","0"
"20176030","1","0"
"20176031","3","1"
"20176032","1","0"
"20176033","1","0"
"20176054","3","1"
"20176055","3","1"
"20176056","1","0"
"20176057","1","0"
"20176058","1","0"
"20176059","1","0"
"20176060","1","0"
"20176122","1","0"
"20176123","1","0"
"20176124","1","0"
"20176125","1","0"
"20176126","1","0"
"20176127","1","0"
"20176146","1","0"
"20176147","1","0"
"20176148","1","0"
"20176149","1","0"
"20176150","1","0"
"20176151","1","0"
"20176152","1","0"
"20176153","1","0"
"20176160","1","0"
"20176161","1","0"
"20176228","1","0"
"20176229","1","0"
"20176230","1","0"
"20176231","2","1"
"20176232","2","0"
"20176233","2","1"
"20176234","1","0"
"20176252","1","0"
"20176253","1","0"
"20176254","1","0"
"20176255","1","0"
"20176256","1","0"
"20176257","1","0"
"20176306","1","0"
"20176307","1","0"
"20176308","1","0"
"20176309","1","0"
"20176310","1","0"
"20176311","1","0"
"20176312","2","1"
"20176313","1","0"
"20176314","1","0"
"20176323","1","0"
"20176324","1","0"
"20176325","1","0"
"20176326","1","0"
"20176327","1","0"
"20176328","1","0"
"20176378","1","0"
"20176379","1","0"
"20176380","1","0"
"20176381","1","0"
"20176382","2","0"
"20176383","1","0"
"20176384","1","0"
"20176402","1","0"
"20176403","1","0"
"20176404","1","0"
"20176405","1","0"
"20176407","1","0"
"20176413","2","0"
"20176414","1","0"
"20176420","1","0"
"20176421","1","0"
"20176422","1","0"
"20176423","1","0"
"20176424","1","0"
"20176425","1","0"
"20176432","1","0"
"20176433","1","0"
"20176434","1","0"
"20176435","1","0"
"20176436","1","0"
"20176437","1","0"
"20176443","1","0"
"20176444","1","0"
"20176450","1","0"
"20176494","1","0"
"20176495","1","0"
"20176496","1","0"
"20176497","1","0"
"20176498","1","0"
"20176499","1","0"
"20176561","1","0"
"20176566","2","1"
"20176567","1","0"
"20176586","1","0"
"20176587","1","0"
"20176588","1","0"
"20176589","2","0"
"20176590","1","0"
"20176591","1","0"
"20176592","1","0"
"20176622","1","0"
"20176623","2","0"
"20176624","1","0"
"20176625","1","0"
"20176626","1","0"
"20176627","1","0"
"20176628","2","0"
"20176740","1","0"
"20176741","1","0"
"20176742","1","0"
"20176743","1","0"
"20176744","1","0"
"20176745","1","0"
"20176746","1","0"
"20176767","2","1"
"20176768","1","0"
"20176769","1","0"
"20176770","1","0"
"20176771","1","0"
"20176772","1","0"
"20176971","1","0"
"20176972","1","0"
"20176973","1","0"
"20176974","1","0"
"20176975","1","0"
"20176976","1","0"
"20176977","1","0"
"20176999","1","0"
"20177000","1","0"
"20177001","1","0"
"20177002","1","0"
"20177003","1","0"
"20177004","1","0"
"20177005","1","0"
"20177006","1","0"
"20177052","1","0"
"20177053","2","1"
"20177054","1","0"
"20177055","1","0"
"20177056","1","0"
"20177057","1","0"
"20177058","1","0"
"20177059","1","0"
"20177113","1","0"
"20177114","1","0"
"20177115","1","0"
"20177116","1","0"
"20177117","1","0"
"20177152","1","0"
"20177153","1","0"
"20177154","1","0"
"20177155","1","0"
"20177156","1","0"
"20177192","1","0"
"20177193","1","0"
"20177194","1","0"
"20177195","1","0"
"20177196","1","0"
"20177197","1","0"
"20177198","1","0"
"20177199","1","0"
"20177253","1","0"
"20177254","1","0"
"20177255","1","0"
"20177258","2","1"
"20177309","1","0"
"20177310","1","0"
"20177311","1","0"
"20177312","1","0"
"20177313","1","0"
"20177314","1","0"
"20177366","2","1"
"20177367","1","0"
"20177368","1","0"
"20177369","1","0"
"20177370","1","0"
"20177371","1","0"
"20177372","1","0"
"20177441","1","0"
"20177442","1","0"
"20177443","1","0"
"20177444","1","0"
"20177445","1","0"
"20177446","1","0"
"20177447","1","0"
"20177454","2","1"
"20177455","1","0"
"20177456","1","0"
"20177457","1","0"
"20177458","1","0"
"20177459","1","0"
"20177460","1","0"
"20177479","1","0"
"20177480","1","0"
"20177481","1","0"
"20177482","1","0"
"20177483","1","0"
"20177484","1","0"
"20177485","2","0"
"20177528","1","0"
"20177529","1","0"
"20177530","1","0"
"20177531","1","0"
"20177532","1","0"
"20177533","1","0"
"20177563","1","0"
"20177564","2","1"
"20177565","1","0"
"20177566","1","0"
"20177567","1","0"
"20177568","1","0"
"20177659","1","0"
"20177660","1","0"
"20177661","1","0"
"20177662","1","0"
"20177663","1","0"
"20177664","1","0"
"20177665","2","0"
"20177666","1","0"
"20177673","1","0"
"20177674","1","0"
"20177675","1","0"
"20177676","1","0"
"20177677","1","0"
"20177684","1","0"
"20177685","1","0"
"20177686","1","0"
"20177687","1","0"
"20177688","1","0"
"20177689","1","0"
"20177690","1","0"
"20177698","1","0"
"20177699","1","0"
"20177700","1","0"
"20177701","1","0"
"20177702","1","0"
"20177703","1","0"
"20177704","1","0"
"20177761","1","0"
"20177762","1","0"
"20177763","1","0"
"20177764","1","0"
"20177765","2","0"
"20177792","1","0"
"20177793","1","0"
"20177794","1","0"
"20177795","1","0"
"20177796","1","0"
"20177797","1","0"
"20177804","1","0"
"20177805","1","0"
"20177806","1","0"
"20177807","1","0"
"20177808","1","0"
"20177877","1","0"
"20177878","1","0"
"20177879","1","0"
"20177880","1","0"
"20177881","1","0"
"20177882","1","0"
"20177883","1","0"
"20177884","1","0"
"20177926","1","0"
"20177927","1","0"
"20177928","1","0"
"20177929","1","0"
"20177930","1","0"
"20177931","1","0"
"20177962","1","0"
"20177963","1","0"
"20177964","1","0"
"20177965","1","0"
"20177966","1","0"
"20177967","1","0"
"20177968","1","0"
"20177991","1","0"
"20177992","1","0"
"20177993","1","0"
"20177994","1","0"
"20177995","1","0"
"20177996","1","0"
"20178003","2","0"
"20178004","1","0"
"20178005","1","0"
"20178006","1","0"
"20178007","1","0"
"20178008","1","0"
"20178066","1","0"
"20178067","1","0"
"20178068","1","0"
"20178069","1","0"
"20178070","1","0"
"20178071","1","0"
"20178109","1","0"
"20178110","1","0"
"20178111","1","0"
"20178112","1","0"
"20178113","1","0"
"20178114","1","0"
"20178115","1","0"
"20178116","1","0"
"20178151","1","0"
"20178152","1","0"
"20178153","2","0"
"20178154","1","0"
"20178155","1","0"
"20178156","1","0"
"20178157","1","0"
"20178179","1","0"
"20178180","1","0"
"20178181","1","0"
"20178182","2","1"
"20178183","1","0"
"20178185","1","0"
"20178186","2","0"
"20178259","1","0"
"20178260","1","0"
"20178261","1","0"
"20178262","1","0"
"20178263","1","0"
"20178264","1","0"
"20178271","1","0"
"20178272","1","0"
"20178273","1","0"
"20178274","2","1"
"20178275","1","0"
"20178276","1","0"
"20178372","1","0"
"20178373","1","0"
"20178374","1","0"
"20178375","1","0"
"20178376","2","1"
"20178439","1","0"
"20178440","1","0"
"20178441","1","0"
"20178442","1","0"
"20178443","1","0"
"20178444","1","0"
"20178445","1","0"
"20178446","1","0"
"20178447","1","0"
"20178465","1","0"
"20178466","1","0"
"20178467","1","0"
"20178468","1","0"
"20178469","1","0"
"20178470","1","0"
"20178471","2","1"
"2018158","1","0"
"2018159","1","0"
"2018160","1","0"
"2018161","1","0"
"2018162","2","0"
"2018180","1","0"
"2018181","1","0"
"2018182","1","0"
"2018183","1","0"
"2018184","1","0"
"2018202","1","0"
"2018203","1","0"
"2018204","1","0"
"2018205","1","0"
"2018206","1","0"
"2018207","1","0"
"2018208","1","0"
"2018209","2","1"
"2018243","1","0"
"2018244","1","0"
"2018245","1","0"
"2018246","1","0"
"2018248","1","0"
"2018254","1","0"
"2018255","1","0"
"2018256","1","0"
"2018257","1","0"
"2018258","1","0"
"2018259","1","0"
"2018276","1","0"
"2018277","1","0"
"2018278","2","0"
"2018279","1","0"
"2018280","1","0"
"2018281","1","0"
"2018417","2","0"
"2018418","2","0"
"2018419","2","0"
"2018420","2","0"
"2018421","2","0"
"2018422","2","0"
"2018423","2","0"
"2018499","1","0"
"2018652","1","0"
"2018653","2","0"
"2018654","1","0"
"2018655","1","0"
"2018656","1","0"
"2018657","1","0"
"20181061","1","0"
"20181062","1","0"
"20181063","1","0"
"20181064","1","0"
"20181065","1","0"
"20181066","1","0"
"20181074","2","1"
"20181075","1","0"
"20181076","1","0"
"20181077","1","0"
"20181078","1","0"
"20181079","1","0"
"20181080","1","0"
"20181086","1","0"
"20181087","1","0"
"20181088","1","0"
"20181089","1","0"
"20181090","1","0"
"20181096","1","0"
"20181097","1","0"
"20181098","1","0"
"20181099","1","0"
"20181100","1","0"
"20181183","1","0"
"20181184","1","0"
"20181185","2","1"
"20181186","1","0"
"20181187","1","0"
"20181188","1","0"
"20181189","1","0"
"20181197","2","0"
"20181198","1","0"
"20181199","1","0"
"20181200","1","0"
"20181201","1","0"
"20181202","1","0"
"20181203","1","0"
"20181234","1","0"
"20181235","1","0"
"20181236","1","0"
"20181237","1","0"
"20181238","1","0"
"20181239","1","0"
"20181269","1","0"
"20181270","1","0"
"20181271","1","0"
"20181272","1","0"
"20181273","1","0"
"20181274","1","0"
"20181275","1","0"
"20181362","1","0"
"20181363","1","0"
"20181364","1","0"
"20181365","1","0"
"20181366","2","1"
"20181367","1","0"
"20181442","1","0"
"20181443","1","0"
"20181444","1","0"
"20181445","1","0"
"20181446","1","0"
"20181447","1","0"
"20181448","1","0"
"20181498","1","0"
"20181499","1","0"
"20181500","1","0"
"20181501","1","0"
"20181502","1","0"
"20181503","1","0"
"20181504","1","0"
"20181505","1","0"
"20181506","1","0"
"20181566","1","0"
"20181567","1","0"
"20181568","1","0"
"20181569","1","0"
"20181570","1","0"
"20181571","1","0"
"20181572","1","0"
"20181595","2","0"
"20181597","1","0"
"20181657","1","0"
"20181658","1","0"
"20181659","1","0"
"20181660","1","0"
"20181661","1","0"
"20181662","1","0"
"20181760","1","0"
"20181761","1","0"
"20181762","1","0"
"20181763","1","0"
"20181764","1","0"
"20181765","1","0"
"20181796","1","0"
"20181797","1","0"
"20181798","1","0"
"20181799","1","0"
"20181800","1","0"
"20181801","1","0"
"20181802","1","0"
"226775989","1","0"
"226917416","1","0"
"226953683","11","1"
"226953757","1","0"
"226953810","11","0"
"226953918","1","0"
"226954648","2","0"
"226954785","5","0"
"226954824","1","0"
"226954824","2","0"
"226964742","1","0"
"226964952","5","0"
"226964997","1","0"
"226966759","1","0"
"226966897","2","0"
"226967066","2","0"
"226967066","1","0"
"226967100","1","0"
"226967119","1","0"
"226985646","2","0"
"226985646","4","0"
"227013624","1","0"
"227013787","1","0"
"227014072","1","0"
"227014325","1","0"
"227014497","1","0"
"227014631","1","0"
"227014775","1","0"
"227015025","7","0"
"227015115","3","1"
"227015115","0","1"
"227015115","1","1"
"227015695","1","0"
"227015761","1","0"
"227015840","1","0"
"227016216","1","0"
"227017155","1","0"
"227018351","12","1"
"227019730","1","0"
"227022383","1","0"
"227022835","1","0"
"227022872","1","0"
"227022963","10","0"
"227023001","1","0"
"227023068","1","0"
"227023163","1","0"
"227024217","7","0"
"227083093","1","0"
"227083093","1","0"
"227159536","1","0"
"227159639","1","0"
"227159679","3","0"
"227169907","2","0"
"227182029","10","0"
"227201554","1","0"
"227228846","2","0"
"227341629","12","1"
"227424588","1","0"
"227424716","1","0"
"227425561","1","0"
"227425604","1","0"
"227429739","1","0"
"227462751","2","0"
"227485491","2","0"
"227492132","1","0"
"227499099","1","0"
"227499134","1","0"
"227499134","2","0"
"227502034","6","0"
"227513869","1","0"
"227513931","1","0"
"227513931","1","0"
"227514015","1","0"
"227514067","3","0"
"227514132","12","1"
"227514240","1","0"
"227514401","12","1"
"227514650","2","0"
"227514764","1","0"
"227515190","1","0"
"227515396","1","0"
"227515396","2","0"
"227516130","1","0"
"227516538","1","0"
"227516538","7","0"
"227516872","1","0"
"227517266","1","0"
"227517326","1","0"
"227517348","1","0"
"227524190","1","0"
"227544061","1","0"
"227560389","1","0"
"227560579","4","0"
"227561049","1","0"
"227561542","1","0"
"227576645","1","0"
"227577896","1","0"
"227577896","5","0"
"227581619","9","0"
"227582724","1","0"
"227582852","1","0"
"227582900","1","0"
"227619416","7","0"
"227627849","2","0"
"227733031","1","0"
"227752458","11","1"
"227752963","1","0"
"227752963","1","0"
"227753534","1","0"
"227753534","4","0"
"227754221","1","0"
"227754221","7","0"
"227758251","1","0"
"227761031","1","0"
"227761031","9","0"
"227781646","1","0"
"227781646","1","0"
"228003114","2","0"
"228059314","8","1"
"228059314","11","1"
"228073552","2","0"
"228151738","1","0"
"228152714","1","0"
"228153463","1","0"
"228213622","1","0"
"228213622","5","0"
"228231227","1","0"
"228231227","0","0"
"228240351","1","0"
"228293827","9","0"
"228297004","7","0"
"228297060","1","0"
"228297060","4","0"
"228350578","4","0"
"228351209","3","0"
"228351224","1","0"
"228351267","1","0"
"228351329","4","0"
"228351358","5","0"
"228351358","1","0"
"228351408","1","0"
"228351473","11","1"
"228351532","1","0"
"228351562","1","0"
"228351729","1","0"
"228383178","1","0"
"228388491","5","0"
"228389214","1","0"
"228389437","8","0"
"228389588","1","0"
"228389618","8","0"
"228389676","1","0"
"228452200","11","1"
"228452200","1","1"
"228452247","1","0"
"228452247","0","0"
"228638350","1","0"
"228638710","1","0"
"228638731","1","0"
"228639160","1","0"
"228639273","1","0"
"228639411","4","0"
"228639454","1","0"
"228649825","12","1"
"228656903","2","0"
"228675434","1","0"
"228961618","1","0"
"228981538","5","0"
"229048589","1","0"
"229048948","1","0"
"229049736","10","0"
